Transformation,Core SMILES,Monomer SMILES,Product SMILES,Alkyl Group SMILES [Core],Alkyl Group SMILES [X],Salt,Salt Ratio,Yield (%),Yield,Purified,C(sp3)-X Substitution,Main C(sp3) substituent Type,Remote FG,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)CC1COC1,C[C@@H]1CN(CCN1c2ncc(CC3COC3)cn2)C(=O)COC(C)(C)C,[Core]CC1COC1,[X]CC1COC1,,,0,0,0,1 - Primary,alkyl,ether,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CC1COC1.[K+],C[C@@H]1CN(CCN1c2ncc(CC3COC3)cn2)C(=O)COC(C)(C)C,[Core]CC1COC1,[X]CC1COC1,,,19,0.1931,7,1 - Primary,alkyl,ether,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrCC1COC1,C[C@@H]1CN(CCN1c2ncc(CC3COC3)cn2)C(=O)COC(C)(C)C,[Core]CC1COC1,[X]CC1COC1,,,49,0.4911,17.8,1 - Primary,alkyl,ether,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CC1COC1.[K+],C[C@@H]1CN(CCN1c2ncc(CC3COC3)cn2)C(=O)COC(C)(C)C,[Core]CC1COC1,[X]CC1COC1,,,0,0,0,1 - Primary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrCC1COC1,CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]CC1COC1,[X]CC1COC1,,,12,0.1162,3.9,1 - Primary,alkyl,ether,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)CC1COC1,CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]CC1COC1,[X]CC1COC1,,,0,0,0,1 - Primary,alkyl,ether,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CC1COC1.[K+],CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]CC1COC1,[X]CC1COC1,,,18,0.1806,6.2,1 - Primary,alkyl,ether,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrCC1COC1,CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]CC1COC1,[X]CC1COC1,,,0,0,0,1 - Primary,alkyl,ether,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CC1COC1.[K+],CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]CC1COC1,[X]CC1COC1,,,0,0,0,1 - Primary,alkyl,ether,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CCC(OC)=O.[K+],COC(=O)CCc1cccc(c1)n2cccn2,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,COC(=O)CCBr,COC(=O)CCc1cccc(c1)n2cccn2,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,41,0.4109,12.3,1 - Primary,alkyl,ester,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,COC(=O)CCC(=O)O,COC(=O)CCc1cccc(c1)n2cccn2,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CCC(OC)=O.[K+],COC(=O)CCc1cccc(c1)n2cccn2,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
MIDA-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,COC(=O)CCB1OC(=O)CN(C)CC(=O)O1,COC(=O)CCc1cccc(c1)n2cccn2,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,,1 - Primary,alkyl,ester,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,COC(=O)CCBr,COC(=O)CCc1cccc(c1)n2cccn2,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,COC(=O)CCBr,COC(=O)CCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCC(=O)OC,[X]CCC(=O)OC,TFA,1,18,0.1783,8.7,1 - Primary,alkyl,ester,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CCC(OC)=O.[K+],COC(=O)CCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCC(=O)OC,[X]CCC(=O)OC,TFA,1,0,0,0,1 - Primary,alkyl,ester,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,COC(=O)CCC(=O)O,COC(=O)CCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CCC(OC)=O.[K+],COC(=O)CCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
MIDA-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,COC(=O)CCB1OC(=O)CN(C)CC(=O)O1,COC(=O)CCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,COC(=O)CCBr,COC(=O)CCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCC(=O)OC,[X]CCC(=O)OC,TFA,2,14,0.1388,7,1 - Primary,alkyl,ester,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CCC(OC)=O.[K+],COC(=O)CCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,COC(=O)CCBr,COC(=O)CCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,36,0.3577,17.6,1 - Primary,alkyl,ester,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,COC(=O)CCC(=O)O,COC(=O)CCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,4,0.0359,1.7,1 - Primary,alkyl,ester,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CCC(OC)=O.[K+],COC(=O)CCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
MIDA-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,COC(=O)CCB1OC(=O)CN(C)CC(=O)O1,COC(=O)CCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,COC(=O)CCBr,COC(=O)CCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CCC(OC)=O.[K+],COC(=O)CCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,COC(=O)CCBr,COC(=O)CCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,19,0.1851,6.6,1 - Primary,alkyl,ester,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,COC(=O)CCC(=O)O,COC(=O)CCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CCC(OC)=O.[K+],COC(=O)CCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,,,1 - Primary,alkyl,ester,,,
MIDA-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,COC(=O)CCB1OC(=O)CN(C)CC(=O)O1,COC(=O)CCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCC(=O)OC,[X]CCC(=O)OC,,,0,0,0,1 - Primary,alkyl,ester,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,COC(=O)CCBr,COC(=O)CCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCC(=O)OC,[X]CCC(=O)OC,TFA,1,19,0.1906,7.4,1 - Primary,alkyl,ester,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CN(C)C(=O)CCBr,CN(C)C(=O)CCc1cccc(c1)n2cccn2,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,,,37,0.3699,11.7,1 - Primary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,CN(C)C(=O)CCB1OC(=O)CN(C)CC(=O)O1,CN(C)C(=O)CCc1cccc(c1)n2cccn2,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,,,53,0.5343,13,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,CN(C)C(=O)CCBr,CN(C)C(=O)CCc1cccc(c1)n2cccn2,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,,,14,0.1397,,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CN(C)C(=O)CCBr,CN(C)C(=O)CCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,TFA,1,34,0.3411,17.2,1 - Primary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CN(C)C(=O)CCB1OC(=O)CN(C)CC(=O)O1,CN(C)C(=O)CCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,,,10,0.0968,2.8,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CN(C)C(=O)CCBr,CN(C)C(=O)CCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,,,6,0.0622,1.8,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CN(C)C(=O)CCBr,C[C@@H]1CN(CCN1c2ncc(CCC(=O)N(C)C)cn2)C(=O)COC(C)(C)C,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,,,37,0.3674,18.7,1 - Primary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CN(C)C(=O)CCB1OC(=O)CN(C)CC(=O)O1,C[C@@H]1CN(CCN1c2ncc(CCC(=O)N(C)C)cn2)C(=O)COC(C)(C)C,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,,,67,0.6743,26.4,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CN(C)C(=O)CCBr,C[C@@H]1CN(CCN1c2ncc(CCC(=O)N(C)C)cn2)C(=O)COC(C)(C)C,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,,,47,0.4679,18.3,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CN(C)C(=O)CCBr,CN(C)C(=O)CCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,,,27,0.265,9.9,1 - Primary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CN(C)C(=O)CCB1OC(=O)CN(C)CC(=O)O1,CN(C)C(=O)CCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,,,19,0.1879,5.4,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CN(C)C(=O)CCBr,CN(C)C(=O)CCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCC(N(C)C)=O,[X]CCC(N(C)C)=O,TFA,1,23,0.2292,9.2,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrCCC1CCOCC1,,[Core]CCC1CCOCC1,[X]CCC1CCOCC1,,,37,0.3721,12.4,1 - Primary,alkyl,ether,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrCCC1CCOCC1,,[Core]CCC1CCOCC1,[X]CCC1CCOCC1,TFA,1,41,0.4053,21.1,1 - Primary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrCCC1CCOCC1,,[Core]CCC1CCOCC1,[X]CCC1CCOCC1,,,45,0.4468,23.5,1 - Primary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrCCC1CCOCC1,,[Core]CCC1CCOCC1,[X]CCC1CCOCC1,,,22,0.2151,8.4,1 - Primary,alkyl,ether,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CCCC.[K+],CCCCc1cccc(c1)n2cccn2,[Core]CCCC,[X]CCCC,,,26,0.2556,6.4,1 - Primary,alkyl,--,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CCCCBr,CCCCc1cccc(c1)n2cccn2,[Core]CCCC,[X]CCCC,,,18,0.1767,4.6,1 - Primary,alkyl,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CCCCC(=O)O,CCCCc1cccc(c1)n2cccn2,[Core]CCCC,[X]CCCC,,,0,0,0,1 - Primary,alkyl,--,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CCCC.[K+],CCCCc1cccc(c1)n2cccn2,[Core]CCCC,[X]CCCC,,,0,0,,1 - Primary,alkyl,--,,,
MIDA-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,CCCCB1OC(=O)CN(C)CC(=O)O1,CCCCc1cccc(c1)n2cccn2,[Core]CCCC,[X]CCCC,,,0,0,,1 - Primary,alkyl,--,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,CCCCBr,CCCCc1cccc(c1)n2cccn2,[Core]CCCC,[X]CCCC,,,0,0,0,1 - Primary,alkyl,--,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CCCCBr,CCCCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCCC,[X]CCCC,TFA,1,36,0.3551,16,1 - Primary,alkyl,--,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CCCC.[K+],CCCCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCCC,[X]CCCC,TFA,1,9,0.0888,4,1 - Primary,alkyl,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CCCCC(=O)O,CCCCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCCC,[X]CCCC,TFA,1,0,0,0,1 - Primary,alkyl,--,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CCCC.[K+],CCCCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCCC,[X]CCCC,,,32,0.3206,7.9,1 - Primary,alkyl,--,,,
MIDA-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CCCCB1OC(=O)CN(C)CC(=O)O1,CCCCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCCC,[X]CCCC,,,0,0,0,1 - Primary,alkyl,--,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CCCCBr,CCCCc1ccc(CN2CCN(C)CC2)cc1,[Core]CCCC,[X]CCCC,,,0,0,0,1 - Primary,alkyl,--,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CCCC.[K+],CCCCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCCC,[X]CCCC,,,11,0.1141,4.8,1 - Primary,alkyl,--,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CCCCBr,CCCCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCCC,[X]CCCC,,,29,0.2936,13.3,1 - Primary,alkyl,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CCCCC(=O)O,CCCCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCCC,[X]CCCC,,,2,0.023,1,1 - Primary,alkyl,--,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CCCC.[K+],CCCCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCCC,[X]CCCC,,,50,0.5022,17.5,1 - Primary,alkyl,--,,,
MIDA-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CCCCB1OC(=O)CN(C)CC(=O)O1,CCCCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCCC,[X]CCCC,,,21,0.2066,7.2,1 - Primary,alkyl,--,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CCCCBr,CCCCc1cnc(nc1)N2CCN(C[C@H]2C)C(=O)COC(C)(C)C,[Core]CCCC,[X]CCCC,,,47,0.4734,16.5,1 - Primary,alkyl,--,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CCCC.[K+],CCCCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCCC,[X]CCCC,,,23,0.2348,7.2,1 - Primary,alkyl,--,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CCCCBr,CCCCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCCC,[X]CCCC,,,29,0.2897,9.2,1 - Primary,alkyl,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CCCCC(=O)O,CCCCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCCC,[X]CCCC,,,0,0,0,1 - Primary,alkyl,--,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CCCC.[K+],CCCCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCCC,[X]CCCC,,,21,0.2088,5.1,1 - Primary,alkyl,--,,,
MIDA-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CCCCB1OC(=O)CN(C)CC(=O)O1,CCCCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCCC,[X]CCCC,,,8,0.0819,2,1 - Primary,alkyl,--,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CCCCBr,CCCCc1ccc2nc3COCC(=O)c3n2c1,[Core]CCCC,[X]CCCC,TFA,1,27,0.2651,9.5,1 - Primary,alkyl,--,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CCCC#N.[K+],N#CCCCc1cccc(c1)n2cccn2,[Core]CCCC#N,[X]CCCC#N,,,0,0,0,1 - Primary,alkyl,nitrile,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrCCCC#N,N#CCCCc1cccc(c1)n2cccn2,[Core]CCCC#N,[X]CCCC#N,,,47,0.4733,13,1 - Primary,alkyl,nitrile,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)CCCC#N,N#CCCCc1cccc(c1)n2cccn2,[Core]CCCC#N,[X]CCCC#N,,,0,0,0,1 - Primary,alkyl,nitrile,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CCCC#N.[K+],N#CCCCc1cccc(c1)n2cccn2,[Core]CCCC#N,[X]CCCC#N,,,39,0.3929,8.3,1 - Primary,alkyl,nitrile,,,
MIDA-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,CN1CC(=O)OB(CCCC#N)OC(=O)C1,N#CCCCc1cccc(c1)n2cccn2,[Core]CCCC#N,[X]CCCC#N,,,9,0.0852,1.8,1 - Primary,alkyl,nitrile,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,BrCCCC#N,N#CCCCc1cccc(c1)n2cccn2,[Core]CCCC#N,[X]CCCC#N,,,0,0,0,1 - Primary,alkyl,nitrile,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,Br[Zn]CCCC#N,N#CCCCc1cccc(c1)n2cccn2,[Core]CCCC#N,[X]CCCC#N,,,92,0.92,17.51,1 - Primary,alkyl,nitrile,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrCCCC#N,CN1CCN(Cc2ccc(CCCC#N)cc2)CC1,[Core]CCCC#N,[X]CCCC#N,TFA,1,39,0.3856,17.9,1 - Primary,alkyl,nitrile,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CCCC#N.[K+],CN1CCN(Cc2ccc(CCCC#N)cc2)CC1,[Core]CCCC#N,[X]CCCC#N,,,0,0,0,1 - Primary,alkyl,nitrile,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)CCCC#N,CN1CCN(Cc2ccc(CCCC#N)cc2)CC1,[Core]CCCC#N,[X]CCCC#N,,,0,0,0,1 - Primary,alkyl,nitrile,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CCCC#N.[K+],CN1CCN(Cc2ccc(CCCC#N)cc2)CC1,[Core]CCCC#N,[X]CCCC#N,,,54,0.5439,14,1 - Primary,alkyl,nitrile,,,
MIDA-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CN1CC(=O)OB(CCCC#N)OC(=O)C1,CN1CCN(Cc2ccc(CCCC#N)cc2)CC1,[Core]CCCC#N,[X]CCCC#N,,,2,0.0233,0.6,1 - Primary,alkyl,nitrile,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrCCCC#N,CN1CCN(Cc2ccc(CCCC#N)cc2)CC1,[Core]CCCC#N,[X]CCCC#N,TFA,2,9,0.0946,3.75,1 - Primary,alkyl,nitrile,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,Br[Zn]CCCC#N,CN1CCN(Cc2ccc(CCCC#N)cc2)CC1,[Core]CCCC#N,[X]CCCC#N,TFA,1,78,0.7835,29.1,1 - Primary,alkyl,nitrile,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CCCC#N.[K+],C[C@@H]1CN(CCN1c2ncc(CCCC#N)cn2)C(=O)COC(C)(C)C,[Core]CCCC#N,[X]CCCC#N,,,0,0,0,1 - Primary,alkyl,nitrile,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrCCCC#N,C[C@@H]1CN(CCN1c2ncc(CCCC#N)cn2)C(=O)COC(C)(C)C,[Core]CCCC#N,[X]CCCC#N,,,43,0.4258,19.9,1 - Primary,alkyl,nitrile,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)CCCC#N,C[C@@H]1CN(CCN1c2ncc(CCCC#N)cn2)C(=O)COC(C)(C)C,[Core]CCCC#N,[X]CCCC#N,,,0,0,0,1 - Primary,alkyl,nitrile,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CCCC#N.[K+],C[C@@H]1CN(CCN1c2ncc(CCCC#N)cn2)C(=O)COC(C)(C)C,[Core]CCCC#N,[X]CCCC#N,,,36,0.3589,12.9,1 - Primary,alkyl,nitrile,,,
MIDA-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CN1CC(=O)OB(CCCC#N)OC(=O)C1,C[C@@H]1CN(CCN1c2ncc(CCCC#N)cn2)C(=O)COC(C)(C)C,[Core]CCCC#N,[X]CCCC#N,,,15,0.1502,5.4,1 - Primary,alkyl,nitrile,,,
